id_usuario|nombre_usuario|nombre_perfil|correo|contraseña|rol|foto_perfil|biografia
176|lididelavilla|lididelavilla|lidiadelavilla@readtoowell.com|$2a$10$Bs.oZTwo3Ww3u7jbCkFrZekLY4TDPC8JgkxtRa1JnpxOZleBZpeuK|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1746906542/readtoowell/profilepics/d019b80db98e921b5b3c567d0b1967dd_qh4wx2.jpg|mami de maria
188|StephenKing|Stephen King|stephenking@readtoowell.com|$2a$10$u5hJ8dsKVnt3d8S6vc0b4etoRVvCqCt.mBdY5mm8g/8CDzORpoeZu|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747142003/readtoowell/profilepics/stephen-king_dkwqoc.jpg|"Escritor estadounidense de novelas de terror, Stephen King, cuyo pseudónimo es el de Richard Bachman, nació el 21 de septiembre de 1947 en Portland.
Su primera novela fue Carrie en 1974, una historia sobre una joven con poderes psíquicos. En un principio, el autor desechó la historia, pero gracias a su esposa la reanudó y publicó, llegando a ser una de sus grandes obras de éxito que sería posteriormente llevada a la gran pantalla. A partir de entonces vieron la luz más obras como El misterio de Salem's Lot (1975), El resplandor (1977), La zona muerta (1979), Cujo (1981), Cementerio de animales (1983), It (1986), Misery (1987), La cúpula (2009), Doctor Sueño (2013) o Revival (2013), varias de ellas llevadas también al cine."
177|irenesola|Irene Solà|irenesola@readtoowell.com|$2a$10$CRHUuMsd2jWYFzlko8Tk0OfmnPiDen0UPw801PvbP32XmyBS6aGRS|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1746987789/readtoowell/profilepics/irene-sola_xg9o7g.png|"Irene Solà nació en el pueblo de Malla, España, en 1990. Es licenciada en Bellas Artes por la Universidad de Barcelona, y obtuvo un Máster en Literatura, Cine y Cultura Audiovisual en la Universidad de Sussex. Sus textos y obras han sido expuestos y leídos en la Whitechapel Gallery y el Jerwood Arts Centre (Londres), en el Bòlit de Girona, en el MAC de Mataró, en ACVIC, en la Galería JosédelaFuente (Santander), en el Festival Internacional de Poesia de Sant Cugat, en la Festa de la Poesia de Sitges i en el Festival Poesia i +. Colabora regularmente en el digital de cultura La Llança.
Su poemario Bèstia, publicado en 2012, recibió el Premio de Poesía Amadeu Oller, y ha sido traducido al inglés en 2017. Su primera novela, Els dics (2018), ganó el Premio Documenta 2017, y la segunda, Canto jo y la muntanya balla (2019), recibió el Premio Libros Anagrama 2018."
182|adam_silvera|Adam Silvera|silveraadam@readtoowell.com|$2a$10$qZ9slZvPPBoOkZSeCo7dV.UEqPtvsxXnAbN2vwS6ES5XzoddfYKHi|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1746988755/readtoowell/profilepics/adam-silvera_qqurfx.png|"Autor de ficción juvenil, Adam Silvera nació en Nueva York el 7 de junio de 1990. Empezó a escribir fanfiction cuando tenía tan solo 10 años.

A lo largo de su carrera Silvera ha trabajado en la industria editorial como librero, como auxiliar de marketing en una empresa de promoción literaria y como crítico de novelas tanto infantiles como juveniles.

Su primera novela, Recuerda aquella vez, cosechó muy buenas críticas y consiguió numerosas menciones en prestigiosas publicaciones. Desde entonces ha publicado otros libros como El hijo infinito, Solo quedó nuestra historia, Al final mueren los dos o ¿Y si fuéramos nosotros? escrito junto a Becky Albertalli."
189|tjKlune_|T. J. Klune|klune@readtoowell.com|$2a$10$PV8kSG5pRqfIVi3cHMsh5.oTmCviXfapFOof7rw6gtV711ZHLB6lO|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747142620/readtoowell/profilepics/tj-klune_hqdq2f.jpg|"Escritor americano, TJ Klune, de nombre completo Travis John Klune, nació en Roseburg, Oregón, el 20 de mayo de 1982. Se le conoce en el ámbito literario por sus novelas juveniles con representación LGTBIQ+. Ha sido su propia pertenencia al colectivo como persona asexual lo que ha propiciado que en sus libros se traten dichas temáticas.
A lo largo de su trayectoria ha combinado su trabajo como perito de seguros con su pasión por la literatura. Comenzó a escribir con tan solo 8 años, siendo sus poemas y relatos los primeros textos de Klune en publicarse.
De entre la producción literaria de Klune destacan títulos como Dos hombres y un niño, La casa en el mar más azul y la serie Green Creek, compuesta por novelas como La canción del lobo y La canción del cuervo."
2|hectorlf|Héctor:)|hector@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1745683061/readtoowell/profilepics/73f45e1f89af74229228dbc4abce482a_b35khy.jpg|I hate it here, so take me to the lakes Take me to the lakes Where all of the poets went to die, I don't belong My beloved neither to you
6|soniia01|Sonia|sonia@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801664/readtoowell/profilepics/6.jpg|
20|millermadeline|Madeline Miller|madelinem@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801664/readtoowell/profilepics/20.jpg|Madeline Miller es una novelista estadounidense licenciada en Filología Clásica por la Universidad de Brown y en Dramaturgia por la Escuela de Arte Dramático de Yale. Además de a la escritura se dedica a impartir clases de Latín, Griego y la obra de Shakespeare a estudiantes de bachillerato. Debutó en el panorama literario con La canción de Aquiles, libro que escribió a lo largo de diez años y que narra la historia de amor entre las figuras mitológicas de Aquiles y Patroclo. Con esta obra fue galardonada con el Premio Orange de Ficción, que convirtió a Miller en la cuarta escritora novel en ganar este galardón.
21|alicoptero|Ali|aliciafp@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801664/readtoowell/profilepics/21.jpg|
22|taylorswift13|Taylor Swift|tayloraswift@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801664/readtoowell/profilepics/22.jpg|
24|erikalab|Eri|erika@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801664/readtoowell/profilepics/24.jpg|
23|penpaul|Paul Pen|penpaul@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801664/readtoowell/profilepics/23.jpg|Escritor español nacido en Madrid en 1979, Paul Pen ganó el premio Nuevo Talento Fnac en 2011 con su primera novela, El aviso. Es licenciado en Comunicación Audiovisual y ha trabajado en prensa y televisión para medios como Zero, FHM o Telecinco. Tras su primer libro salió a la luz un recopilatorio con los relatos cortos que había escrito hasta ese momento, Otel y La sangre del muerto. El primero, un viaje en coche que acaba en un motel de carretera cuando azota la tormenta y el segundo, una noche de desfase que termina con los implicados declarando en comisaría.
181|joeldicker|Joël Dicker|joeldicker@readtoowell.com|$2a$10$QMoZywDclqO7VAxuF8H9qOJN4ChBDmetUKEDyydcgQG1VLYMYaz1O|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1746988611/readtoowell/profilepics/joel-dicker_fnj1vd.jpg|"Escritor suizo, Joël Dicker estudió Drama en París, pero volvió a Suiza donde estudió Derecho en la Universidad de Ginebra. Dicker ha desarrollado su carrera en lengua francesa, siendo ganador de premios como el Goncourt des Lycéens, el Lire o el Grand Prix de la Academia Francesa. 

Dicker se dio a conocer al ganar el Prix des Ecrivains Genevois, un premio destinado a destacar manuscritos sin publicar. Tras este éxito, su primera novela, Los últimos días de nuestros padres, fue publicada en Francia. Pocos meses después se publicó también La verdad sobre el caso Harry Quebert, que se convirtió en todo un fenómeno de ventas a nivel internacional. 

Su obra ha sido traducida a más de treinta idiomas y, con La verdad sobre el caso Harry Quebert, inició su andadura en el mercado en castellano. Desde entonces ha publicado El libro de los Baltimore, El tigre y La desaparición de Stephanie Mailer, entre otros."
190|yanagihara|Hanya Yanagihara|yanagihara@readtoowell.com|$2a$10$5f3hS0/GB38SqAn2Kj0BkOUPUvZ/tQJsBxg54amE6KFCRBA3yYP9S|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747142661/readtoowell/profilepics/hanya-yanagihara_nmf3ge.jpg|"Editora, novelista y autora de libros de viajes, Hanya Yanagihara nació en Los Ángeles el 20 de septiembre de 1974 y vivió durante su infancia en Hawái, Nueva York, Maryland, California o Texas, entre otros lugares.

Yanagihara se graduó en el Smith College en 1995, trasladándose después a Nueva York para trabajar en el ámbito de la publicidad. En 2017 la nombraron directora de la revista T, el suplemento de moda de The New York Times.

Su carrera literaria despegó en 2015 con la publicación de Tan poca vida, novela con la que dio el salto a la fama a nivel internacional. Su producción literaria también cuenta con otros títulos como La gente en los árboles o Al paraíso."
200|usuarioPruebas|Usuario13|pruebasintegracion@email.com|$2a$10$AHKjjrj.6UZi8S36er9F7u9c/Zah8VywH6Nafw2Wjr2HTyEYEVycS|0|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1741801696/readtoowell/profilepics/pfp.jpg|
194|wonpyungsohn|Sohn Won-Pyung|wonpyungsohn@readtoowell.com|$2a$10$MdIpJ1baVWoaBDxz5CqIXeGXUT6b8F4qQkZanrY6kXa6Fey/ZlWS6|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747143129/readtoowell/profilepics/Sohn_Won_pyung_s5s3rs.jpg|"Guionista, directora de cine y novelista, Won-Pyung Sohn nació en Corea del Sur en 1979. Estudió Ciencias Sociales y Filosofía en la Universidad Sogang y Dirección de Cine en la Korean Academy of Film Arts. Por su faceta cinematográfica ha ganado numerosos premios, entre los que se incluyen el Film Review Award y el Science Fantasy Writers’ Award.

A pesar de que sus creaciones suelen bailar entre la fantasía y la realidad, para su debut literario, Almendra, la autora se ciñó a relatar una enfermedad, dejando toda ficción de lado, y consiguiendo con ello un gran éxito. Por él resultó ganadora del Changbi Prize for Young Adult Fiction."
195|jota_studio|Jorge García|jorgegarcia@readtoowell.com|$2a$10$f1yAfCom8jbLIFCzsY8UZeAdrn2S5sNUw5n.wHfeYxjIBfeOlN8fa|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747143247/readtoowell/profilepics/jorge_cqjvly.jpg|Jorge García Ruiz (@Jota_Studio) nació en Alcalá de Henares el 28 de julio de 1997. Vivió durante su infancia y adolescencia en un pequeño pueblo de Guadalajara, Castilla La-Mancha, donde desarrolló su afán por contar historias, independientemente del medio o la forma. Graduado en Marketing Digital, Jota es creador de contenido y dibuja y publica vídeos en YouTube, Instagram y Tik Tok. También colabora en proyectos editoriales: ha ilustrado El Chico de las Estrellas (Destino, 2022), título del que también realizó la portada en su edición original de 2015, y es el autor de las portadas de Aquí Dentro Siempre Llueve (Destino, 2017) y Alma de Cazadora (Crossbooks, 2023) entre otras. Además, ha participado en el arte para videoclips de artistas como David Rees o Rayden. Yo a ti tampoco, su primera obra literaria publicada, mezcla narrativa escrita y gráfica para explicar una historia que parte de su experiencia vital y que inició y compartió en redes como Proyecto Sangre y Flores.
191|aramburu|Fernando Aramburu|aramburu@readtoowell.com|$2a$10$1xIG.hAH5Q3hOsX5nO5vLOfho3H/dTZtUoBFGMWsaCnyoc6oe4A0a|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747142737/readtoowell/profilepics/fernando-aramburu_z1dz4t.jpg|"Fernando Aramburu Irigoyen. (San Sebastián, 1959).  Escritor, ensayista y poeta, es licenciado en Filología Hispánica por la Universidad de Zaragoza (1982). En sus primeros trabajos impulsó la cultura desde revistas literarias hasta que en 1985 se trasladó a Lippstadt (Alemania) para enseñar español a hijos de inmigrantes. En 2009 abandona la docencia y decide dedicarse exclusivamente a la literatura. Actualmente reside en Hannover y es colaborador habitual en diarios y revistas.

Su primera novela con la que se dio a conocer Fuegos con limón fue galardonada en 1997 con el Premio Ramón Gómez de la Serna. En cuanto a sus libros de poesía, Ave sombra/Itzal hegazti (1981) y Bruma y conciencia/Lambroa eta kontzientzia (1977-1990) (1993) han sido publicados tanto en español como en euskera."
183|sanderson|Brandon Sanderson|brandons@readtoowell.com|$2a$10$poEufYMqDBwJkLoFwU.uGe4bQsMDr/syM8FemoKE0Z2UWrrWg37fe|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1746988889/readtoowell/profilepics/brandon-sanderson_zxoilx.jpg|Brandon Sanderson (Nebraska, 1975) es el gran autor de fantasía del siglo XXI. Tras debutar en 2006 con su novela Elantris, ha deslumbrado a más de treinta y cinco millones de lectores en casi cuarenta lenguas con el Cosmere, el fascinante universo de magia que comparten la mayoría de sus obras. Sus best sellers son considerados clásicos instantáneos, como la saga Mistborn, la decalogía El Archivo de las Tormentas, la saga Escuadrón y las cuatro novelas secretas con las que, en 2021, protagonizó la mayor campaña de financiación de Kickstarter. Con un plan de publicación de más de veinte futuras obras (que contempla la interconexión de todas ellas), el Cosmere se convertirá en el universo más extenso e impresionante jamás escrito en el ámbito de la fantasía épica. Sanderson vive en Utah con su esposa e hijos y enseña escritura creativa en la Universidad Brigham Young. Curso de escritura creativa es el libro que recoge sus valiosos consejos.
184|dolores_redondo|Dolores Redondo|doloresred@readtoowell.com|$2a$10$qehQaeBoH495xS9KQOFCoOl1J4EzR1qmEufqxJhbDf.y2ESDjQstm|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1746989131/readtoowell/profilepics/dolores-redondo_vlozqs.jpg|"Dolores Redondo (Donostia-San Sebastián, 1969) es la autora de la «Trilogía del Baztán», el fenómeno literario en castellano más importante de los últimos años, que inauguró un género propio, el mystic noir: El guardián invisible, Legado en los huesos y Ofrenda a la tormenta; adaptadas al cine con gran éxito entre 2017 y 2020, y actualmente disponibles en Netflix a nivel internacional.

A la trilogía le siguió Todo esto te daré (2016), uno de los premios Planeta más vendidos de la historia del premio, y adaptado como serie de la televisión pública francesa en 2024 con gran acogida. La novela también recibió el prestigioso premio Bancarella en Italia. En 2019 regresó al universo del Baztán con La cara norte del corazón, que está en desarrollo como serie televisiva en Hollywood: un hito de la ficción española contemporánea. En 2021 se editorial reeditó Los privilegios del ángel, su primera novela. Con Esperando al diluvio (2022) entusiasmó de nuevo a lectores y crítica, además de motivar una nueva adaptación audiovisual.

En 2024, publica Las que no duermen NASH, el segundo volumen de Los Valles Tranquilos, cuarteto que inauguró Esperando al diluvio y a la que seguirán dos novelas más. Hoy son ya 38 los idiomas a los que se han traducido sus obras, que cuentan con millones de lectores en todo el mundo."
192|marco_amerighi|Marco Amerighi|amerighi@readtoowell.com|$2a$10$06zVSXcRHK.wtwXtQefAt.SA.l/LEFqTO0v6gHCDPg/gmMk6IxWPK|1|https://res.cloudinary.com/dfrgrfw4c/image/upload/v1747142874/readtoowell/profilepics/marco-amerighi_qw0hb0.jpg|Marco Amerighi vive en Milán, donde trabaja como traductor, editor y escritor fantasma para varias editoriales. Su primera novela, Le nostre ore contate (Mondadori, 2018), ganó el premio Bagutta Opera Prima y fue publicada en Francia. Errantes es su segunda novela.
48|bookalchemy|Adrián López|adrian.lopez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Creo que los libros tienen magia. Siempre en busca de la próxima gran lectura.
163|fabulainfinita|Adrián Martínez|adrian.martinez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Cada libro es una nueva puerta a otro mundo. 🚪
118|bookvoyager|Adrián Medina|adrian.medina@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajo sin moverme gracias a los libros. ✈️
95|wordcollector|Alejandra Torres|alejandra.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Guardo citas literarias como pequeños tesoros.
143|pagekeeper|Alejandro Cruz|alejandro.cruz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Guardo mis libros como si fueran tesoros.
72|prosecollector|Alejandro Díaz|alejandro.diaz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo para descubrir nuevas formas de ver el mundo.
124|novelwhisperer|Alejandro Ortiz|alejandro.ortiz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre tengo un libro bajo el brazo. 📘
38|plotcollector|Alejandro Ruiz|alejandro.ruiz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Colecciono tramas complejas y personajes inolvidables.
84|prosehunter|Álvaro Ruiz|alvaro.ruiz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre en busca de libros que me hagan sentir algo nuevo.
107|wordcurator|Ana Beltrán|ana.beltran@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Colecciono palabras como si fueran joyas. 💎
67|plotchaser|Ana Ramírez|ana.ramirez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||No puedo dejar un libro hasta saber cómo termina.
146|palabraserrantes|Ana|ana.torre@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Mis pensamientos viajan con las historias. ✨
57|bookwhisper|Andrea Serrano|andrea.serrano@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre recomiendo libros a mis amigos. ¡Me encanta descubrir nuevas historias!
136|storyglider|Andrea Vargas|andrea.vargas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Fluyo de libro en libro como si fueran olas. 🌊
86|chapteraddict|Andrés Castillo|andres.castillo@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Un libro más, y prometo que me voy a dormir... 😅
153|libronauta|Andrés Castillo|andres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Explorando bibliotecas como si fueran galaxias. 🚀
114|bookwhisper|Andrés López|andres.lopez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Prefiero los libros a las películas, siempre. 🎬❌
28|inkanddreams|Andrés Torres|andres.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Escribo, leo y repito. Amante de los finales sorprendentes y las sagas largas. 
45|wordtraveler|Beatriz Morales|beatriz.morales@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta perderme en historias de otros tiempos y lugares.
